id,time,entity_id,traj_id,coordinates,current_dis,speeds,holidays
238239,2013-10-19T22:17:03Z,254,10040,"[116.348694,39.993229]",1.053191873,28.9675,1
238240,2013-10-19T22:18:27Z,254,10040,"[116.341278,39.993053]",1.685294134,17.7975,1
238241,2013-10-19T22:20:18Z,254,10040,"[116.338577,39.992981]",1.915629309,15.0375,1
238242,2013-10-19T22:22:04Z,254,10040,"[116.339592,39.993118]",2.1791608119999997,15.0375,1
238243,2013-10-19T22:22:58Z,254,10040,"[116.340553,39.988258]",2.725768122,46.33,1
238244,2013-10-19T22:23:54Z,254,10040,"[116.343864,39.986259]",3.084927348,48.675,1
238245,2013-10-19T22:24:51Z,254,10040,"[116.354324,39.986881]",3.9788230369999997,45.3625,1
238246,2013-10-19T22:25:48Z,254,10040,"[116.367981,39.987324]",5.143463587,43.325,1
238247,2013-10-19T22:26:45Z,254,10040,"[116.381554,39.987686]",6.300598483,54.1875,1
238248,2013-10-19T22:28:35Z,254,10040,"[116.403374,39.988232]",8.160665251000001,51.365,1
238249,2013-10-19T22:29:35Z,254,10040,"[116.415413,39.988659]",9.187485592,48.815,1
238250,2013-10-19T22:30:41Z,254,10040,"[116.433136,39.989193]",10.69864038,53.06,1
238251,2013-10-19T22:31:33Z,254,10040,"[116.402359,39.762402]",,56.425,1
262141,2013-10-20T02:00:00Z,254,11003,"[116.41745,39.871311]",0.0,53.67,1
262142,2013-10-20T02:00:27Z,254,11003,"[116.423599,39.871307]",0.524791777,58.8675,1
262143,2013-10-20T02:01:22Z,254,11003,"[116.436249,39.870789]",1.605956369,61.145,1
262144,2013-10-20T02:02:15Z,254,11003,"[116.444206,39.873318]",2.340975062,59.3325,1
262145,2013-10-20T02:03:10Z,254,11003,"[116.445862,39.8811]",3.217810687,63.7425,1
262146,2013-10-20T02:04:05Z,254,11003,"[116.444237,39.88448]",3.618435092,58.275,1
262147,2013-10-20T02:04:23Z,254,11003,"[116.441513,39.884541]",3.850971378,49.1725,1
262148,2013-10-20T02:05:15Z,254,11003,"[116.440063,39.887615]",4.214507502,36.0125,1
262149,2013-10-20T02:07:50Z,254,11003,"[116.444435,39.883537]",4.833621695,61.345,1
262150,2013-10-20T02:08:56Z,254,11003,"[116.444656,39.875027]",5.82004778,68.22,1
262151,2013-10-20T02:09:49Z,254,11003,"[116.438461,39.870956]",6.516085138999999,61.145,1
262152,2013-10-20T02:10:49Z,254,11003,"[116.4245,39.871464]",7.708938697000001,58.8675,1
262153,2013-10-20T02:11:42Z,254,11003,"[116.414726,39.872166]",8.546747568999999,51.0875,1
262154,2013-10-20T02:12:14Z,254,11003,"[116.407005,39.872097]",9.205739592999999,68.115,1
262155,2013-10-20T02:13:08Z,254,11003,"[116.406738,39.872002]",,70.25,1
309794,2013-10-22T12:15:00Z,254,13006,"[116.269661,39.900494]",0.0,25.4925,0
309795,2013-10-22T12:15:55Z,254,13006,"[116.272957,39.900089]",0.284764931,29.7225,0
309796,2013-10-22T12:17:42Z,254,13006,"[116.276985,39.900188]",0.640760701,24.68,0
309797,2013-10-22T12:18:36Z,254,13006,"[116.280769,39.900196]",0.9635745720000001,13.7575,0
309798,2013-10-22T12:21:20Z,254,13006,"[116.293648,39.900471]",2.062707762,28.225,0
309799,2013-10-22T12:23:07Z,254,13006,"[116.294968,39.897282]",2.435827005,39.4125,0
309800,2013-10-22T12:24:01Z,254,13006,"[116.30143,39.896999]",2.988021585,53.6075,0
309801,2013-10-22T12:24:56Z,254,13006,"[116.311264,39.896172]",3.832028453,41.3725,0
309802,2013-10-22T12:26:45Z,254,13006,"[116.336334,39.897396]",5.975180451,57.155,0
309803,2013-10-22T12:27:39Z,254,13006,"[116.348381,39.897751]",7.0037059070000005,41.48,0
309804,2013-10-22T12:28:33Z,254,13006,"[116.359406,39.899326]",7.960437949,40.59,0
309805,2013-10-22T12:29:26Z,254,13006,"[116.37043,39.899773]",8.90221575,23.785,0
309806,2013-10-22T12:30:20Z,254,13006,"[116.373062,39.89978]",9.126754107,17.7325,0
309807,2013-10-22T12:32:09Z,254,13006,"[116.380661,39.900059]",9.775842002000001,36.7725,0
309808,2013-10-22T12:33:02Z,254,13006,"[116.35273,39.967655]",,20.785,0
377081,2013-10-25T06:15:00Z,254,16002,"[116.297165,39.938213]",0.0,71.875,0
377082,2013-10-25T06:15:53Z,254,16002,"[116.296463,39.942879]",0.522308156,67.86,0
377083,2013-10-25T06:16:48Z,254,16002,"[116.298302,39.946178]",0.921261012,49.01,0
377084,2013-10-25T06:18:17Z,254,16002,"[116.306694,39.94347]",1.698157519,55.595,0
377085,2013-10-25T06:19:11Z,254,16002,"[116.31012,39.939991]",2.18291349,60.875,0
377086,2013-10-25T06:20:05Z,254,16002,"[116.31012,39.932144]",3.055513903,70.24,0
377087,2013-10-25T06:21:02Z,254,16002,"[116.310051,39.923252]",4.044337689,35.8825,0
377088,2013-10-25T06:21:57Z,254,16002,"[116.30986,39.914082]",5.0641881689999995,61.4575,0
377089,2013-10-25T06:22:52Z,254,16002,"[116.310211,39.903824]",6.2052889339999995,66.51,0
377090,2013-10-25T06:23:49Z,254,16002,"[116.309715,39.896515]",7.019163486,33.97,0
377091,2013-10-25T06:24:42Z,254,16002,"[116.312988,39.897011]",7.30379203,51.4475,0
377092,2013-10-25T06:26:31Z,254,16002,"[116.336922,39.89735]",9.346036755,69.755,0
377093,2013-10-25T06:26:52Z,254,16002,"[116.342834,39.897682]",9.851757947000001,63.27,0
377094,2013-10-25T06:27:45Z,254,16002,"[116.34845,39.894997]",10.41630297,52.795,0
377095,2013-10-25T06:28:38Z,254,16002,"[116.358574,39.932377]",,55.675,0
47140,2013-10-10T16:45:00Z,255,2011,"[116.415047,39.842773]",0.0,31.34,0
47141,2013-10-10T16:45:56Z,255,2011,"[116.414848,39.845718]",0.327929707,23.5825,0
47142,2013-10-10T16:47:45Z,255,2011,"[116.414452,39.852177]",1.046977268,38.1875,0
47143,2013-10-10T16:48:40Z,255,2011,"[116.414185,39.856689]",1.549237173,45.035,0
47144,2013-10-10T16:51:22Z,255,2011,"[116.406708,39.857159]",2.242150906,45.24,0
47145,2013-10-10T16:52:16Z,255,2011,"[116.401886,39.857113]",2.653805363,39.03,0
47146,2013-10-10T16:53:09Z,255,2011,"[116.399132,39.857147]",2.8889267939999996,37.595,0
47147,2013-10-10T16:54:03Z,255,2011,"[116.39608,39.857204]",3.1495330619999997,38.4075,0
47148,2013-10-10T16:54:58Z,255,2011,"[116.385193,39.857166]",4.078894152,45.78,0
47149,2013-10-10T16:55:53Z,255,2011,"[116.374825,39.857128]",4.963952601,50.555,0
47150,2013-10-10T16:56:47Z,255,2011,"[116.36364,39.854683]",5.956716822000001,48.985,0
47151,2013-10-10T16:57:41Z,255,2011,"[116.354225,39.852066]",6.811520674,48.935,0
47152,2013-10-10T16:58:34Z,255,2011,"[116.3433,39.849232]",7.796008637999999,40.62,0
47153,2013-10-10T16:59:29Z,255,2011,"[116.331367,39.848999]",8.815099444,55.8425,0
47154,2013-10-10T17:00:23Z,255,2011,"[116.461594,39.919403]",,48.0925,0
47180,2013-10-10T18:00:00Z,255,2014,"[116.376846,39.861107]",0.0,38.1675,0
47181,2013-10-10T18:00:46Z,255,2014,"[116.378548,39.859421]",0.237187567,15.3125,0
47182,2013-10-10T18:01:41Z,255,2014,"[116.375008,39.857224]",0.625776268,39.435,0
47183,2013-10-10T18:02:34Z,255,2014,"[116.36792,39.855953]",1.247125812,48.185,0
47184,2013-10-10T18:03:29Z,255,2014,"[116.364098,39.855412]",1.578892024,35.0,0
47185,2013-10-10T18:05:17Z,255,2014,"[116.372375,39.856812]",2.334990605,45.645,0
47186,2013-10-10T18:06:15Z,255,2014,"[116.383423,39.857101]",3.2786361389999996,39.8875,0
47187,2013-10-10T18:07:10Z,255,2014,"[116.393867,39.857086]",4.170174379,29.74,0
47188,2013-10-10T18:08:06Z,255,2014,"[116.403603,39.857025]",5.001301823,31.5675,0
47189,2013-10-10T18:09:02Z,255,2014,"[116.414436,39.857082]",5.926067176,28.41,0
47190,2013-10-10T18:09:57Z,255,2014,"[116.425758,39.858173]",6.9001304160000005,37.23,0
47191,2013-10-10T18:10:52Z,255,2014,"[116.435188,39.858791]",7.708020427999999,28.3075,0
47192,2013-10-10T18:13:37Z,255,2014,"[116.437561,39.858803]",7.9107384629999995,33.7225,0
47193,2013-10-10T18:17:14Z,255,2014,"[116.43856,39.862843]",8.437048724,18.56,0
47194,2013-10-10T18:19:04Z,255,2014,"[116.285622,40.017704]",,11.35,0
93398,2013-10-12T19:15:00Z,255,4017,"[116.393387,39.883457]",0.0,17.46,1
93399,2013-10-12T19:15:57Z,255,4017,"[116.393013,39.881336]",0.238008355,19.7975,1
93400,2013-10-12T19:16:50Z,255,4017,"[116.396988,39.881088]",0.578328341,12.46,1
93401,2013-10-12T19:17:48Z,255,4017,"[116.397575,39.877522]",0.9780252429999999,16.3675,1
93402,2013-10-12T19:19:37Z,255,4017,"[116.397873,39.875027]",1.256684768,40.18,1
93403,2013-10-12T19:20:31Z,255,4017,"[116.396599,39.870945]",1.7234505530000002,27.7025,1
93404,2013-10-12T19:21:23Z,255,4017,"[116.404671,39.87191]",2.42066859,19.71,1
93405,2013-10-12T19:23:09Z,255,4017,"[116.407822,39.87204]",2.689988578,19.2525,1
93406,2013-10-12T19:24:03Z,255,4017,"[116.411423,39.872173]",2.9976710539999996,23.505,1
93407,2013-10-12T19:24:57Z,255,4017,"[116.414207,39.872227]",3.2353466639999997,21.88,1
93408,2013-10-12T19:25:50Z,255,4017,"[116.417252,39.871365]",3.512337683,21.8575,1
93409,2013-10-12T19:26:44Z,255,4017,"[116.421631,39.871262]",3.886242577,28.3275,1
93410,2013-10-12T19:27:38Z,255,4017,"[116.431007,39.870998]",4.686985626,24.7175,1
93411,2013-10-12T19:28:32Z,255,4017,"[116.440742,39.870647]",5.51874962,16.97,1
93412,2013-10-12T19:29:26Z,255,4017,"[116.369934,39.948299]",,13.5,1
167819,2013-10-16T18:00:00Z,255,7005,"[116.319778,39.893261]",0.0,11.705,0
167820,2013-10-16T18:00:46Z,255,7005,"[116.32119,39.891418]",0.237730437,26.46,0
167821,2013-10-16T18:01:40Z,255,7005,"[116.317833,39.887863]",0.725912338,15.68,0
167822,2013-10-16T18:02:31Z,255,7005,"[116.312614,39.885689]",1.232621149,35.5475,0
167823,2013-10-16T18:03:24Z,255,7005,"[116.304764,39.882153]",2.009346058,21.6575,0
167824,2013-10-16T18:04:19Z,255,7005,"[116.294182,39.879642]",2.954535636,29.0625,0
167825,2013-10-16T18:05:12Z,255,7005,"[116.282967,39.877377]",3.9441771130000003,59.1025,0
167826,2013-10-16T18:06:06Z,255,7005,"[116.27713,39.878414]",4.45546689,23.0725,0
167827,2013-10-16T18:07:00Z,255,7005,"[116.276375,39.880383]",4.683705584,22.7275,0
167828,2013-10-16T18:07:54Z,255,7005,"[116.275612,39.882248]",4.901077143999999,32.5775,0
167829,2013-10-16T18:08:47Z,255,7005,"[116.274841,39.884411]",5.15044186,33.105,0
167830,2013-10-16T18:10:34Z,255,7005,"[116.274147,39.887642]",5.515130589,36.3875,0
167831,2013-10-16T18:12:23Z,255,7005,"[116.274025,39.891697]",5.966413857,30.095,0
167832,2013-10-16T18:13:16Z,255,7005,"[116.274025,39.894588]",6.287898219,31.4475,0
167833,2013-10-16T18:14:10Z,255,7005,"[116.372955,39.90876]",,32.3775,0
167866,2013-10-16T19:30:00Z,255,7009,"[116.357407,39.919315]",0.0,18.8675,0
167867,2013-10-16T19:33:53Z,255,7009,"[116.357071,39.920528]",0.395527762,19.0075,0
167868,2013-10-16T19:35:40Z,255,7009,"[116.356606,39.91943]",0.609239746,18.8675,0
167869,2013-10-16T19:36:34Z,255,7009,"[116.357819,39.923584]",1.082613815,24.825,0
167870,2013-10-16T19:37:29Z,255,7009,"[116.363785,39.923801]",1.591969983,20.58,0
167871,2013-10-16T19:38:37Z,255,7009,"[116.369942,39.923923]",2.117216768,27.3,0
167872,2013-10-16T19:39:31Z,255,7009,"[116.376282,39.924141]",2.65843648,15.995,0
167873,2013-10-16T19:41:49Z,255,7009,"[116.3834,39.922634]",3.35470069,21.565,0
167874,2013-10-16T19:42:43Z,255,7009,"[116.390388,39.922279]",3.9519585630000003,18.2425,0
167875,2013-10-16T19:43:36Z,255,7009,"[116.393044,39.923164]",4.198922862,25.06,0
167876,2013-10-16T19:44:39Z,255,7009,"[116.402016,39.923515]",4.965059543,25.5625,0
167877,2013-10-16T19:45:33Z,255,7009,"[116.405899,39.924339]",5.308646742,19.82,0
167878,2013-10-16T19:47:35Z,255,7009,"[116.411064,39.923023]",5.779629849,19.2625,0
167879,2013-10-16T19:49:27Z,255,7009,"[116.413315,39.924419]",6.026510236,44.3325,0
167880,2013-10-16T19:49:44Z,255,7009,"[116.398811,39.872536]",,25.58,0
191591,2013-10-17T18:30:00Z,255,8004,"[116.398193,39.791813]",0.0,12.29,0
191592,2013-10-17T18:30:51Z,255,8004,"[116.39859,39.794243]",0.272341076,22.1975,0
191593,2013-10-17T18:31:44Z,255,8004,"[116.395744,39.7966]",0.629868575,25.4125,0
191594,2013-10-17T18:32:38Z,255,8004,"[116.395424,39.800861]",1.10448746,29.9525,0
191595,2013-10-17T18:33:32Z,255,8004,"[116.396706,39.802895]",1.355793871,15.53,0
191596,2013-10-17T18:34:27Z,255,8004,"[116.400642,39.803001]",1.692256186,13.215,0
191597,2013-10-17T18:35:44Z,255,8004,"[116.402603,39.804642]",1.939976336,16.3975,0
191598,2013-10-17T18:38:27Z,255,8004,"[116.40258,39.810825]",2.628743051,39.3425,0
191599,2013-10-17T18:39:21Z,255,8004,"[116.402466,39.813194]",2.892359997,18.5375,0
191600,2013-10-17T18:40:16Z,255,8004,"[116.402267,39.816727]",3.2856034380000003,21.4575,0
191601,2013-10-17T18:41:12Z,255,8004,"[116.402184,39.81876]",3.511787794,29.075,0
191602,2013-10-17T18:42:05Z,255,8004,"[116.401817,39.825718]",4.286164438999999,22.4175,0
191603,2013-10-17T18:42:59Z,255,8004,"[116.401382,39.83366]",5.170109941000001,35.4225,0
191604,2013-10-17T18:43:53Z,255,8004,"[116.401253,39.836308]",5.464778235,23.62,0
191605,2013-10-17T18:45:42Z,255,8004,"[116.425224,39.96954]",,27.4675,0
191638,2013-10-17T19:45:00Z,255,8007,"[116.294548,39.865883]",0.0,36.4675,0
191639,2013-10-17T19:45:22Z,255,8007,"[116.297249,39.866077]",0.231544213,51.5325,0
191640,2013-10-17T19:46:17Z,255,8007,"[116.30661,39.866947]",1.036358498,58.4125,0
191641,2013-10-17T19:47:11Z,255,8007,"[116.31913,39.867744]",2.108619238,30.7175,0
191642,2013-10-17T19:48:05Z,255,8007,"[116.324356,39.867973]",2.555385385,43.5525,0
191643,2013-10-17T19:49:15Z,255,8007,"[116.333061,39.867981]",3.298357567,47.1675,0
191644,2013-10-17T19:51:08Z,255,8007,"[116.341042,39.868851]",3.986367439,52.4875,0
191645,2013-10-17T19:52:04Z,255,8007,"[116.340622,39.873363]",4.489388694,19.3075,0
191646,2013-10-17T19:54:02Z,255,8007,"[116.340858,39.870964]",4.756921035,18.725,0
191647,2013-10-17T19:54:42Z,255,8007,"[116.340988,39.868969]",4.979045874,52.4875,0
191648,2013-10-17T19:55:59Z,255,8007,"[116.344246,39.867569]",5.297729814,12.6725,0
191649,2013-10-17T19:56:52Z,255,8007,"[116.349915,39.867062]",5.784857187,42.755,0
191650,2013-10-17T19:57:47Z,255,8007,"[116.35302,39.867897]",6.065666727999999,53.035,0
191651,2013-10-17T19:59:36Z,255,8007,"[116.35939,39.868309]",6.6114768989999995,58.23,0
191652,2013-10-17T20:00:27Z,255,8007,"[116.425285,40.00502]",,59.2325,0
215894,2013-10-18T16:00:00Z,255,9011,"[116.343033,39.762241]",0.0,25.18,0
215895,2013-10-18T16:00:53Z,255,9011,"[116.341835,39.775391]",1.465884241,20.5625,0
215896,2013-10-18T16:01:49Z,255,9011,"[116.348083,39.78801]",2.967288253,42.9375,0
215897,2013-10-18T16:02:44Z,255,9011,"[116.34758,39.797466]",4.019690277,30.915,0
215898,2013-10-18T16:04:32Z,255,9011,"[116.3461,39.803261]",4.676394752,44.725,0
215899,2013-10-18T16:05:27Z,255,9011,"[116.345268,39.810776]",5.51509314,38.235,0
215900,2013-10-18T16:06:20Z,255,9011,"[116.344933,39.818478]",6.372047157999999,37.77,0
215901,2013-10-18T16:07:15Z,255,9011,"[116.345947,39.828552]",7.495636316000001,36.175,0
215902,2013-10-18T16:08:11Z,255,9011,"[116.345917,39.839653]",8.730089998,48.8175,0
215903,2013-10-18T16:09:05Z,255,9011,"[116.346222,39.847485]",9.601411613,34.9675,0
215904,2013-10-18T16:10:15Z,255,9011,"[116.346657,39.851051]",9.999692383,27.795,0
215905,2013-10-18T16:12:06Z,255,9011,"[116.347076,39.85479]",10.41703876,35.2075,0
215906,2013-10-18T16:13:01Z,255,9011,"[116.347427,39.857536]",10.72386538,30.5,0
215907,2013-10-18T16:13:56Z,255,9011,"[116.34774,39.860302]",11.03260777,29.195,0
215908,2013-10-18T16:14:49Z,255,9011,"[116.521812,39.908463]",,34.9075,0
215942,2013-10-18T17:15:00Z,255,9013,"[116.4039,39.967369]",0.0,30.075,0
215943,2013-10-18T17:16:42Z,255,9013,"[116.402199,39.963581]",0.544237606,14.2425,0
215944,2013-10-18T17:17:36Z,255,9013,"[116.398964,39.96336]",0.8210531659999999,25.935,0
215945,2013-10-18T17:20:16Z,255,9013,"[116.395462,39.963272]",1.119693402,16.0925,0
215946,2013-10-18T17:22:22Z,255,9013,"[116.396301,39.968937]",1.780779093,29.4975,0
215947,2013-10-18T17:23:16Z,255,9013,"[116.391663,39.968594]",2.177886185,28.145,0
215948,2013-10-18T17:24:09Z,255,9013,"[116.386024,39.968479]",2.658638662,27.0175,0
215949,2013-10-18T17:25:04Z,255,9013,"[116.379829,39.968235]",3.187304123,26.9875,0
215950,2013-10-18T17:26:01Z,255,9013,"[116.375023,39.968143]",3.5970240980000003,31.2625,0
215951,2013-10-18T17:26:57Z,255,9013,"[116.367928,39.967934]",4.202144582,35.775,0
215952,2013-10-18T17:27:50Z,255,9013,"[116.359863,39.967827]",4.889591762,26.9775,0
215953,2013-10-18T17:28:45Z,255,9013,"[116.351913,39.967804]",5.567140492999999,30.0825,0
215954,2013-10-18T17:29:52Z,255,9013,"[116.345848,39.967709]",6.084142439,30.1475,0
215955,2013-10-18T17:30:48Z,255,9013,"[116.332878,39.967594]",7.189595719,32.785,0
215956,2013-10-18T17:32:02Z,255,9013,"[116.356575,39.90617]",,31.3875,0
238481,2013-10-19T23:15:00Z,255,10055,"[116.309708,39.94278]",0.0,46.56,1
238482,2013-10-19T23:16:09Z,255,10055,"[116.310089,39.934158]",0.9593319570000001,61.27,1
238483,2013-10-19T23:17:03Z,255,10055,"[116.31015,39.925175]",1.9582711419999999,51.12,1
238484,2013-10-19T23:17:57Z,255,10055,"[116.31015,39.915894]",2.990334916,63.785,1
238485,2013-10-19T23:18:52Z,255,10055,"[116.310211,39.906189]",4.069560789,53.7525,1
238486,2013-10-19T23:19:47Z,255,10055,"[116.309418,39.898251]",4.954868959,48.4675,1
238487,2013-10-19T23:20:41Z,255,10055,"[116.299644,39.897068]",5.799031997999999,58.67,1
238488,2013-10-19T23:21:35Z,255,10055,"[116.287025,39.897034]",6.875613555,63.2875,1
238489,2013-10-19T23:22:30Z,255,10055,"[116.274132,39.897018]",7.975566297,48.99,1
238490,2013-10-19T23:23:46Z,255,10055,"[116.256859,39.89711]",9.4492269,63.64,1
238491,2013-10-19T23:24:40Z,255,10055,"[116.253143,39.897163]",9.766307387000001,43.315,1
238492,2013-10-19T23:26:28Z,255,10055,"[116.248932,39.898685]",10.1684698,61.26,1
238493,2013-10-19T23:27:44Z,255,10055,"[116.249031,39.903328]",10.68484876,41.56,1
238494,2013-10-19T23:28:38Z,255,10055,"[116.252396,39.903885]",10.97850876,26.2,1
238495,2013-10-19T23:30:18Z,255,10055,"[116.246033,39.896702]",,43.315,1
309908,2013-10-22T18:00:00Z,255,13013,"[116.348747,39.884377]",0.0,36.6975,0
309909,2013-10-22T18:00:54Z,255,13013,"[116.348961,39.879917]",0.496296036,50.0225,0
309910,2013-10-22T18:01:50Z,255,13013,"[116.348763,39.872581]",1.312247315,44.0425,0
309911,2013-10-22T18:02:44Z,255,13013,"[116.346909,39.868755]",1.766176952,42.555,0
309912,2013-10-22T18:03:38Z,255,13013,"[116.351463,39.867584]",2.176092588,28.8975,0
309913,2013-10-22T18:09:52Z,255,13013,"[116.354172,39.869488]",2.5324626340000003,37.5775,0
309914,2013-10-22T18:10:47Z,255,13013,"[116.350914,39.871861]",2.915804015,44.0425,0
309915,2013-10-22T18:11:40Z,255,13013,"[116.350517,39.875942]",3.370881495,37.385,0
309916,2013-10-22T18:15:25Z,255,13013,"[116.349998,39.884583]",4.333280355,36.6975,0
309917,2013-10-22T18:16:21Z,255,13013,"[116.350296,39.88678]",4.578910369,22.8625,0
309918,2013-10-22T18:17:12Z,255,13013,"[116.350739,39.88892]",4.819865466,33.08,0
309919,2013-10-22T18:18:05Z,255,13013,"[116.347565,39.890297]",5.130973513,26.51,0
309920,2013-10-22T18:18:59Z,255,13013,"[116.342285,39.889957]",5.583059685,26.96,0
309921,2013-10-22T18:19:53Z,255,13013,"[116.338158,39.889889]",5.935267562999999,29.0925,0
309922,2013-10-22T18:21:42Z,255,13013,"[116.211052,39.901569]",,28.295,0
330412,2013-10-23T23:30:00Z,255,14010,"[116.546799,39.941437]",0.0,40.9575,0
330413,2013-10-23T23:30:55Z,255,14010,"[116.538986,39.942612]",0.678813151,27.7525,0
330414,2013-10-23T23:32:06Z,255,14010,"[116.542465,39.934048]",1.67627218,77.77,0
330415,2013-10-23T23:33:19Z,255,14010,"[116.543343,39.919117]",3.3383133810000003,76.6575,0
330416,2013-10-23T23:34:13Z,255,14010,"[116.542107,39.910393]",4.3141488269999995,62.7375,0
330417,2013-10-23T23:35:09Z,255,14010,"[116.529602,39.909603]",5.3844079339999995,45.1425,0
330418,2013-10-23T23:36:03Z,255,14010,"[116.51577,39.907848]",6.580299052000001,53.8975,0
330419,2013-10-23T23:37:38Z,255,14010,"[116.493568,39.908173]",8.474478039,57.5275,0
330420,2013-10-23T23:38:33Z,255,14010,"[116.480286,39.908287]",9.607502073,52.845,0
330421,2013-10-23T23:39:27Z,255,14010,"[116.467339,39.908398]",10.71194689,57.2925,0
330422,2013-10-23T23:40:22Z,255,14010,"[116.461601,39.909523]",11.2171275,48.235,0
330423,2013-10-23T23:41:19Z,255,14010,"[116.461517,39.899357]",12.34762756,42.545,0
330424,2013-10-23T23:43:15Z,255,14010,"[116.461105,39.877422]",14.78709203,55.7175,0
330425,2013-10-23T23:45:07Z,255,14010,"[116.453262,39.861782]",16.65511143,55.5125,0
330426,2013-10-23T23:46:02Z,255,14010,"[116.490028,39.884552]",,44.4,0
377224,2013-10-25T16:00:00Z,255,16013,"[116.373604,39.831257]",0.0,49.2675,0
