traj_id,id,time,entity_id,coordinates,current_dis,speeds,holidays,coordinates_last,x_first,y_first,x_last,y_last
458,10338,2013-10-08 07:15:00+00:00,4347,"[116.332764,39.772587]",9.721937828421046,29.0425,0,"[116.303009,39.841351]",116.332764,39.772587,116.303009,39.841351
475,10542,2013-10-08 07:45:00+00:00,4348,"[116.280846,39.886639]",11.15489520687889,44.975,0,"[116.37925,39.866161]",116.280846,39.886639,116.37925,39.866161
481,10674,2013-10-08 10:15:00+00:00,4348,"[116.3573,39.932262]",6.130963383797049,35.1675,0,"[116.411827,39.918583]",116.3573,39.932262,116.411827,39.918583
488,10812,2013-10-08 18:00:00+00:00,4348,"[116.226585,39.907337]",3.658044655773419,21.7375,0,"[116.198799,39.913048]",116.226585,39.907337,116.198799,39.913048
489,10823,2013-10-08 19:15:00+00:00,4348,"[116.309959,39.904709]",12.758783405153403,36.6575,0,"[116.330765,39.849133]",116.309959,39.904709,116.330765,39.849133
492,10889,2013-10-08 20:30:00+00:00,4348,"[116.297165,39.866165]",10.741073875735305,52.4425,0,"[116.243095,39.901039]",116.297165,39.866165,116.243095,39.901039
502,11058,2013-10-08 10:15:00+00:00,4351,"[116.296432,39.971817]",2.065847585614803,29.0325,0,"[116.305977,39.986095]",116.296432,39.971817,116.305977,39.986095
504,11078,2013-10-08 13:30:00+00:00,4351,"[116.298233,39.923756]",2.8284582505983265,47.3075,0,"[116.325989,39.92802]",116.298233,39.923756,116.325989,39.92802
508,11123,2013-10-08 14:45:00+00:00,4351,"[116.308983,39.897346]",3.8351178089900695,43.55,0,"[116.284019,39.875183]",116.308983,39.897346,116.284019,39.875183
514,11181,2013-10-08 17:45:00+00:00,4351,"[116.252808,39.892673]",13.076293996547134,22.61,0,"[116.298874,39.984039]",116.252808,39.892673,116.298874,39.984039
522,11284,2013-10-08 00:30:00+00:00,4357,"[116.330017,39.985615]",11.667992463640276,63.04,0,"[116.358925,39.9366]",116.330017,39.985615,116.358925,39.9366
525,11364,2013-10-08 06:15:00+00:00,4357,"[116.365929,39.952599]",2.6596680685753293,21.38,0,"[116.372803,39.933018]",116.365929,39.952599,116.372803,39.933018
526,11375,2013-10-08 06:30:00+00:00,4357,"[116.341637,39.948006]",5.535587762776198,29.085,0,"[116.306099,39.975609]",116.341637,39.948006,116.306099,39.975609
529,11439,2013-10-08 11:30:00+00:00,4357,"[116.370667,39.961105]",5.493855105311239,46.2325,0,"[116.406967,39.94091]",116.370667,39.961105,116.406967,39.94091
539,11641,2013-10-08 14:30:00+00:00,4357,"[116.379509,39.938744]",12.757754426191472,22.5775,0,"[116.348625,40.025135]",116.379509,39.938744,116.348625,40.025135
541,11689,2013-10-08 17:00:00+00:00,4357,"[116.337273,39.991783]",4.762902566117528,12.4725,0,"[116.387062,39.990524]",116.337273,39.991783,116.387062,39.990524
545,11809,2013-10-08 19:30:00+00:00,4357,"[116.413528,39.941032]",2.403583778748816,27.6275,0,"[116.410843,39.923698]",116.413528,39.941032,116.410843,39.923698
552,12103,2013-10-08 10:00:00+00:00,4363,"[116.428024,39.858612]",4.492172984860517,41.0225,0,"[116.423378,39.821415]",116.428024,39.858612,116.423378,39.821415
557,12147,2013-10-08 14:45:00+00:00,4363,"[116.536682,40.022469]",15.869200519524314,56.9275,0,"[116.469322,39.917725]",116.536682,40.022469,116.469322,39.917725
560,12180,2013-10-08 00:45:00+00:00,4394,"[116.322876,39.896828]",18.196411584825743,41.4875,0,"[116.517105,39.916298]",116.322876,39.896828,116.517105,39.916298
569,12490,2013-10-08 06:30:00+00:00,4394,"[116.302124,39.909897]",1.177769448418626,35.715,0,"[116.2967,39.918316]",116.302124,39.909897,116.2967,39.918316
570,12496,2013-10-08 06:45:00+00:00,4394,"[116.299286,39.92379]",11.851543879060236,27.2775,0,"[116.358459,39.865425]",116.299286,39.92379,116.358459,39.865425
571,12528,2013-10-08 07:00:00+00:00,4394,"[116.360214,39.868385]",8.617338416004483,63.06249999999999,0,"[116.286316,39.856232]",116.360214,39.868385,116.286316,39.856232
572,12552,2013-10-08 07:45:00+00:00,4394,"[116.299072,39.857868]",7.3045608649010365,39.8125,0,"[116.274391,39.903996]",116.299072,39.857868,116.274391,39.903996
587,12813,2013-10-08 17:15:00+00:00,4394,"[116.296425,39.889637]",5.036853204794717,31.8525,0,"[116.312912,39.85804]",116.296425,39.889637,116.312912,39.85804
593,12945,2013-10-08 21:00:00+00:00,4394,"[116.4673,39.997231]",3.6978701366420688,17.0525,0,"[116.430252,39.999882]",116.4673,39.997231,116.430252,39.999882
597,13002,2013-10-08 22:15:00+00:00,4394,"[116.322845,39.896637]",21.509498862933587,14.239999999999998,0,"[116.491196,39.959515]",116.322845,39.896637,116.491196,39.959515
612,13242,2013-10-08 14:30:00+00:00,4395,"[116.306061,39.978416]",5.313174353658747,19.345,0,"[116.34623,39.957874]",116.306061,39.978416,116.34623,39.957874
614,13272,2013-10-08 15:30:00+00:00,4395,"[116.438126,39.98365]",4.975723490530863,24.2475,0,"[116.404488,40.002876]",116.438126,39.98365,116.404488,40.002876
619,13412,2013-10-08 10:30:00+00:00,4396,"[116.546021,39.923576]",5.874627204563472,67.19,0,"[116.505173,39.942219]",116.546021,39.923576,116.505173,39.942219
628,13730,2013-10-08 20:15:00+00:00,4396,"[116.460663,39.873722]",14.263041363082252,42.5775,0,"[116.484634,39.7939]",116.460663,39.873722,116.484634,39.7939
629,13768,2013-10-08 20:45:00+00:00,4396,"[116.488136,39.805168]",25.60564073290092,26.56,0,"[116.32634,39.889248]",116.488136,39.805168,116.32634,39.889248
630,13831,2013-10-08 21:30:00+00:00,4396,"[116.319672,39.893208]",12.86928187476209,11.335,0,"[116.257156,39.874588]",116.319672,39.893208,116.257156,39.874588
632,13976,2013-10-08 23:15:00+00:00,4396,"[116.462082,39.893425]",1.243023669012542,36.3275,0,"[116.472183,39.888607]",116.462082,39.893425,116.472183,39.888607
634,14023,2013-10-08 06:30:00+00:00,4397,"[116.505051,40.02438]",7.575451118323016,25.19,0,"[116.466667,39.971832]",116.505051,40.02438,116.466667,39.971832
645,14296,2013-10-08 14:30:00+00:00,4397,"[116.439125,39.97628]",5.169751972231738,42.6775,0,"[116.467712,39.958744]",116.439125,39.97628,116.467712,39.958744
650,14379,2013-10-08 08:45:00+00:00,4398,"[116.426636,39.858055]",2.8485462843983536,51.88,0,"[116.457184,39.864765]",116.426636,39.858055,116.457184,39.864765
661,14638,2013-10-08 07:45:00+00:00,4399,"[116.230911,39.903801]",8.41020903244176,44.5375,0,"[116.320686,39.896297]",116.230911,39.903801,116.320686,39.896297
663,14688,2013-10-08 08:45:00+00:00,4399,"[116.252792,39.914825]",2.97378144776893,31.195,0,"[116.255219,39.90387]",116.252792,39.914825,116.255219,39.90387
666,14739,2013-10-08 11:45:00+00:00,4399,"[116.311531,39.924252]",3.6659409747205776,45.145,0,"[116.295311,39.913013]",116.311531,39.924252,116.295311,39.913013
667,14750,2013-10-08 13:00:00+00:00,4399,"[116.306953,39.923771]",4.865678155742094,37.595,0,"[116.321709,39.908798]",116.306953,39.923771,116.321709,39.908798
670,14791,2013-10-08 14:15:00+00:00,4399,"[116.291428,39.866158]",5.197930558760532,47.845,0,"[116.282303,39.9002]",116.291428,39.866158,116.282303,39.9002
671,14804,2013-10-08 14:30:00+00:00,4399,"[116.267487,39.907539]",7.804260803405538,31.2675,0,"[116.198914,39.924854]",116.267487,39.907539,116.198914,39.924854
680,15007,2013-10-08 14:30:00+00:00,4400,"[116.534676,39.809269]",2.8436392448172785,28.2775,0,"[116.512383,39.795067]",116.534676,39.809269,116.512383,39.795067
685,15133,2013-10-08 21:45:00+00:00,4400,"[116.385529,39.870785]",17.720166303708652,55.3025,0,"[116.456978,39.955837]",116.385529,39.870785,116.456978,39.955837
687,15265,2013-10-08 00:00:00+00:00,4417,"[116.341919,39.897877]",4.345656011316976,60.435,0,"[116.303917,39.896763]",116.341919,39.897877,116.303917,39.896763
689,15306,2013-10-08 13:45:00+00:00,4417,"[116.453583,39.908405]",3.1799731194492096,37.66,0,"[116.467804,39.927097]",116.453583,39.908405,116.467804,39.927097
690,15318,2013-10-08 14:15:00+00:00,4417,"[116.46032,39.928658]",13.423559633572529,14.2625,0,"[116.353737,39.883308]",116.46032,39.928658,116.353737,39.883308
698,15485,2013-10-08 18:30:00+00:00,4417,"[116.399879,39.854443]",3.108416073624254,20.1975,0,"[116.412651,39.857334]",116.399879,39.854443,116.412651,39.857334
699,15498,2013-10-08 19:30:00+00:00,4417,"[116.406647,39.865154]",6.928344861302657,17.874999999999996,0,"[116.365913,39.854954]",116.406647,39.865154,116.365913,39.854954
717,16101,2013-10-08 18:00:00+00:00,4423,"[116.387741,39.994423]",4.028434441744278,37.97,0,"[116.39444,40.004971]",116.387741,39.994423,116.39444,40.004971
719,16118,2013-10-08 18:30:00+00:00,4423,"[116.352631,39.996826]",8.09375568374443,23.5875,0,"[116.374939,39.948551]",116.352631,39.996826,116.374939,39.948551
721,16207,2013-10-08 22:45:00+00:00,4423,"[116.290215,39.822563]",17.505443734774815,47.83,0,"[116.356895,39.792946]",116.290215,39.822563,116.356895,39.792946
726,16499,2013-10-08 12:45:00+00:00,4424,"[116.20739,39.892452]",9.668680729161728,47.98,0,"[116.283409,39.907829]",116.20739,39.892452,116.283409,39.907829
728,16533,2013-10-08 13:45:00+00:00,4424,"[116.356537,39.908962]",20.6323903627817,36.5975,0,"[116.246971,39.973125]",116.356537,39.908962,116.246971,39.973125
767,17437,2013-10-08 09:30:00+00:00,4427,"[116.314583,39.947655]",5.198285948376854,17.83,0,"[116.349457,39.934608]",116.314583,39.947655,116.349457,39.934608
768,17453,2013-10-08 09:45:00+00:00,4427,"[116.344246,39.935589]",1.5837890131317949,49.995000000000005,0,"[116.356201,39.941429]",116.344246,39.935589,116.356201,39.941429
769,17459,2013-10-08 09:45:00+00:00,4427,"[116.356346,39.942879]",6.6200979050379045,37.705,0,"[116.348152,39.993179]",116.356346,39.942879,116.348152,39.993179
771,17555,2013-10-08 11:15:00+00:00,4427,"[116.329018,39.905426]",27.2148582329139,31.1575,0,"[116.463051,40.001347]",116.329018,39.905426,116.463051,40.001347
778,17873,2013-10-08 16:00:00+00:00,4427,"[116.375061,39.987488]",4.7368657787602615,58.415,0,"[116.388893,40.002182]",116.375061,39.987488,116.388893,40.002182
780,17899,2013-10-08 16:45:00+00:00,4427,"[116.324013,39.967449]",1.6862214876682733,43.290000000000006,0,"[116.307983,39.965275]",116.324013,39.967449,116.307983,39.965275
781,17905,2013-10-08 16:45:00+00:00,4427,"[116.306732,39.973003]",1.8825423749316443,27.195,0,"[116.316139,39.982578]",116.306732,39.973003,116.316139,39.982578
784,18005,2013-10-08 18:30:00+00:00,4427,"[116.379532,39.955765]",15.37466520824445,40.1225,0,"[116.460464,40.025005]",116.379532,39.955765,116.460464,40.025005
785,18052,2013-10-08 19:45:00+00:00,4427,"[116.471771,39.994183]",14.26385838052464,23.185,0,"[116.332695,39.994499]",116.471771,39.994183,116.332695,39.994499
793,18387,2013-10-08 10:45:00+00:00,4904,"[116.302322,39.964504]",21.51270895000861,17.192500000000003,0,"[116.4785,39.907528]",116.302322,39.964504,116.4785,39.907528
804,18687,2013-10-08 21:30:00+00:00,4904,"[116.461708,39.935265]",5.10773792485337,49.087500000000006,0,"[116.493042,39.912388]",116.461708,39.935265,116.493042,39.912388
806,18753,2013-10-08 22:30:00+00:00,4904,"[116.288101,40.006935]",5.907033759738321,41.4525,0,"[116.286621,40.014984]",116.288101,40.006935,116.286621,40.014984
814,18994,2013-10-08 09:45:00+00:00,4954,"[116.43383,39.897625]",2.286879973611524,19.2925,0,"[116.426384,39.904945]",116.43383,39.897625,116.426384,39.904945
816,19026,2013-10-08 13:00:00+00:00,4954,"[116.279877,39.872177]",6.207349043985998,41.03,0,"[116.309143,39.846321]",116.279877,39.872177,116.309143,39.846321
