traj_id,id,time,entity_id,coordinates,current_dis,speeds,holidays,duration_minutes,coordinates_last,x_first,y_first,x_last,y_last
43,691,2013-10-08 11:30:00+00:00,257,"[116.373909,40.009895]",0.0,28.2325,0,7.6,"[116.373909,40.009895]",116.373909,40.009895,116.373909,40.009895
44,697,2013-10-08 12:00:00+00:00,257,"[116.342949,40.007656]",0.0,20.915,0,3.25,"[116.342949,40.007656]",116.342949,40.007656,116.342949,40.007656
45,703,2013-10-08 12:30:00+00:00,257,"[116.305679,39.981483]",0.0,19.1,0,7.433333333333334,"[116.305679,39.981483]",116.305679,39.981483,116.305679,39.981483
46,711,2013-10-08 12:45:00+00:00,257,"[116.288345,39.957745]",0.0,20.105,0,13.166666666666666,"[116.288345,39.957745]",116.288345,39.957745,116.288345,39.957745
47,737,2013-10-08 13:00:00+00:00,257,"[116.32045,39.897327]",0.0,29.8375,0,25.116666666666667,"[116.32045,39.897327]",116.32045,39.897327,116.32045,39.897327
48,777,2013-10-08 14:30:00+00:00,257,"[116.456894,39.956482]",0.0,39.95,0,56.38333333333333,"[116.456894,39.956482]",116.456894,39.956482,116.456894,39.956482
49,900,2013-10-08 15:30:00+00:00,257,"[116.442947,39.895367]",0.0,46.1075,0,22.416666666666668,"[116.442947,39.895367]",116.442947,39.895367,116.442947,39.895367
50,945,2013-10-08 16:45:00+00:00,257,"[116.276176,39.914288]",0.0,41.165,0,10.95,"[116.276176,39.914288]",116.276176,39.914288,116.276176,39.914288
51,958,2013-10-08 17:15:00+00:00,257,"[116.273712,39.893723]",0.0,49.065000000000005,0,22.0,"[116.273712,39.893723]",116.273712,39.893723,116.273712,39.893723
52,987,2013-10-08 17:45:00+00:00,257,"[116.294197,39.863781]",0.0,17.035,0,38.0,"[116.294197,39.863781]",116.294197,39.863781,116.294197,39.863781
54,1083,2013-10-08 19:15:00+00:00,257,"[116.273994,39.936714]",0.0,32.072500000000005,0,13.5,"[116.273994,39.936714]",116.273994,39.936714,116.273994,39.936714
56,1113,2013-10-08 20:00:00+00:00,257,"[116.276161,39.870762]",0.0,15.5525,0,13.416666666666666,"[116.276161,39.870762]",116.276161,39.870762,116.276161,39.870762
57,1133,2013-10-08 20:30:00+00:00,257,"[116.304886,39.882412]",0.0,40.8875,0,13.833333333333334,"[116.304886,39.882412]",116.304886,39.882412,116.304886,39.882412
58,1175,2013-10-08 05:45:00+00:00,258,"[116.395485,39.856949]",0.0,57.5325,0,5.416666666666667,"[116.395485,39.856949]",116.395485,39.856949,116.395485,39.856949
59,1181,2013-10-08 06:00:00+00:00,258,"[116.412621,39.865257]",0.0,24.87,0,8.333333333333334,"[116.412621,39.865257]",116.412621,39.865257,116.412621,39.865257
61,1205,2013-10-08 06:30:00+00:00,258,"[116.399719,39.867863]",0.0,61.44,0,7.0,"[116.399719,39.867863]",116.399719,39.867863,116.399719,39.867863
62,1213,2013-10-08 06:45:00+00:00,258,"[116.446213,39.880535]",0.0,54.5475,0,17.633333333333333,"[116.446213,39.880535]",116.446213,39.880535,116.446213,39.880535
63,1227,2013-10-08 00:00:00+00:00,4118,"[116.355507,39.942253]",0.0,48.1275,0,16.433333333333334,"[116.355507,39.942253]",116.355507,39.942253,116.355507,39.942253
64,1268,2013-10-08 00:15:00+00:00,4118,"[116.369698,39.976402]",0.0,19.8,0,63.78333333333333,"[116.369698,39.976402]",116.369698,39.976402,116.369698,39.976402
65,1366,2013-10-08 01:30:00+00:00,4118,"[116.468567,39.944431]",0.0,20.1825,0,11.55,"[116.468567,39.944431]",116.468567,39.944431,116.468567,39.944431
66,1394,2013-10-08 05:00:00+00:00,4118,"[116.417259,39.959435]",0.0,29.4575,0,13.116666666666667,"[116.417259,39.959435]",116.417259,39.959435,116.417259,39.959435
68,1492,2013-10-08 08:30:00+00:00,4118,"[116.370033,39.976234]",0.0,18.3275,0,16.95,"[116.370033,39.976234]",116.370033,39.976234,116.370033,39.976234
69,1509,2013-10-08 09:15:00+00:00,4118,"[116.340004,39.996849]",0.0,24.33,0,17.25,"[116.340004,39.996849]",116.340004,39.996849,116.340004,39.996849
70,1525,2013-10-08 09:45:00+00:00,4118,"[116.338409,39.992878]",0.0,18.11,0,4.716666666666667,"[116.338409,39.992878]",116.338409,39.992878,116.338409,39.992878
71,1531,2013-10-08 10:00:00+00:00,4118,"[116.339371,39.992832]",0.0,17.3475,0,5.75,"[116.339371,39.992832]",116.339371,39.992832,116.339371,39.992832
72,1539,2013-10-08 10:15:00+00:00,4118,"[116.350197,40.001102]",0.0,24.09,0,7.583333333333333,"[116.350197,40.001102]",116.350197,40.001102,116.350197,40.001102
73,1546,2013-10-08 10:45:00+00:00,4118,"[116.338936,39.992886]",0.0,16.075,0,20.6,"[116.338936,39.992886]",116.338936,39.992886,116.338936,39.992886
74,1579,2013-10-08 11:15:00+00:00,4118,"[116.363441,39.908722]",0.0,30.0575,0,34.88333333333333,"[116.363441,39.908722]",116.363441,39.908722,116.363441,39.908722
75,1620,2013-10-08 12:15:00+00:00,4118,"[116.374428,39.867233]",0.0,19.3975,0,16.633333333333333,"[116.374428,39.867233]",116.374428,39.867233,116.374428,39.867233
76,1643,2013-10-08 13:00:00+00:00,4118,"[116.461281,39.941364]",0.0,45.620000000000005,0,10.216666666666667,"[116.461281,39.941364]",116.461281,39.941364,116.461281,39.941364
78,1667,2013-10-08 14:00:00+00:00,4118,"[116.339493,39.992821]",0.0,21.902500000000003,0,11.2,"[116.339493,39.992821]",116.339493,39.992821,116.339493,39.992821
79,1679,2013-10-08 14:45:00+00:00,4118,"[116.349922,39.986553]",0.0,54.6725,0,7.533333333333333,"[116.349922,39.986553]",116.349922,39.986553,116.349922,39.986553
80,1686,2013-10-08 15:00:00+00:00,4118,"[116.34021,39.993561]",0.0,19.9325,0,10.0,"[116.34021,39.993561]",116.34021,39.993561,116.34021,39.993561
81,1697,2013-10-08 15:30:00+00:00,4118,"[116.337265,39.992836]",0.0,17.2025,0,10.216666666666667,"[116.337265,39.992836]",116.337265,39.992836,116.337265,39.992836
83,1715,2013-10-08 11:15:00+00:00,4120,"[116.409027,39.92448]",0.0,22.095,0,17.95,"[116.409027,39.92448]",116.409027,39.92448,116.409027,39.92448
84,1728,2013-10-08 16:30:00+00:00,4120,"[116.237778,39.903759]",0.0,31.3325,0,5.616666666666666,"[116.237778,39.903759]",116.237778,39.903759,116.237778,39.903759
85,1734,2013-10-08 17:45:00+00:00,4120,"[116.374413,39.890759]",0.0,42.92,0,13.0,"[116.374413,39.890759]",116.374413,39.890759,116.374413,39.890759
87,1745,2013-10-08 19:00:00+00:00,4120,"[116.342148,39.900391]",0.0,8.68,0,10.983333333333333,"[116.342148,39.900391]",116.342148,39.900391,116.342148,39.900391
88,1753,2013-10-08 08:00:00+00:00,4121,"[116.201462,39.800289]",0.0,71.685,0,22.633333333333333,"[116.201462,39.800289]",116.201462,39.800289,116.201462,39.800289
90,1789,2013-10-08 13:15:00+00:00,4121,"[116.310028,39.891094]",0.0,33.875,0,13.933333333333334,"[116.310028,39.891094]",116.310028,39.891094,116.310028,39.891094
91,1804,2013-10-08 14:00:00+00:00,4121,"[116.281601,39.869747]",0.0,56.355,0,3.65,"[116.281601,39.869747]",116.281601,39.869747,116.281601,39.869747
92,1809,2013-10-08 14:15:00+00:00,4121,"[116.281265,39.870136]",0.0,53.95,0,13.966666666666667,"[116.281265,39.870136]",116.281265,39.870136,116.281265,39.870136
93,1820,2013-10-08 08:45:00+00:00,4122,"[116.546532,39.923706]",0.0,49.4675,0,32.96666666666667,"[116.546532,39.923706]",116.546532,39.923706,116.546532,39.923706
94,1864,2013-10-08 09:30:00+00:00,4122,"[116.393806,39.948692]",0.0,31.9675,0,4.783333333333333,"[116.393806,39.948692]",116.393806,39.948692,116.393806,39.948692
95,1871,2013-10-08 10:45:00+00:00,4122,"[116.307472,39.9431]",0.0,43.915,0,17.75,"[116.307472,39.9431]",116.307472,39.9431,116.307472,39.9431
96,1900,2013-10-08 11:15:00+00:00,4122,"[116.330978,39.992855]",0.0,28.4325,0,6.6,"[116.330978,39.992855]",116.330978,39.992855,116.330978,39.992855
98,1928,2013-10-08 12:45:00+00:00,4122,"[116.313774,40.024506]",0.0,44.695,0,22.066666666666666,"[116.313774,40.024506]",116.313774,40.024506,116.313774,40.024506
99,1954,2013-10-08 13:00:00+00:00,4122,"[116.377472,39.987549]",0.0,55.6375,0,34.43333333333333,"[116.377472,39.987549]",116.377472,39.987549,116.377472,39.987549
100,1997,2013-10-08 13:45:00+00:00,4122,"[116.472809,39.983727]",0.0,24.03,0,12.416666666666666,"[116.472809,39.983727]",116.472809,39.983727,116.472809,39.983727
101,2013,2013-10-08 14:15:00+00:00,4122,"[116.408546,39.983196]",0.0,27.2875,0,5.8,"[116.408546,39.983196]",116.408546,39.983196,116.408546,39.983196
102,2021,2013-10-08 16:45:00+00:00,4122,"[116.418114,39.988495]",0.0,52.3125,0,5.116666666666666,"[116.418114,39.988495]",116.418114,39.988495,116.418114,39.988495
103,2028,2013-10-08 17:00:00+00:00,4122,"[116.43203,39.988861]",0.0,55.2175,0,6.6,"[116.43203,39.988861]",116.43203,39.988861,116.43203,39.988861
104,2041,2013-10-08 17:30:00+00:00,4122,"[116.478638,40.00042]",0.0,22.28,0,22.2,"[116.478638,40.00042]",116.478638,40.00042,116.478638,40.00042
106,2104,2013-10-08 01:15:00+00:00,4123,"[116.352394,40.024685]",0.0,64.58,0,11.366666666666667,"[116.352394,40.024685]",116.352394,40.024685,116.352394,40.024685
107,2129,2013-10-08 04:30:00+00:00,4123,"[116.353065,39.890095]",0.0,48.965,0,6.433333333333334,"[116.353065,39.890095]",116.353065,39.890095,116.353065,39.890095
108,2141,2013-10-08 05:00:00+00:00,4123,"[116.371483,39.889091]",0.0,37.6325,0,19.45,"[116.371483,39.889091]",116.371483,39.889091,116.371483,39.889091
109,2175,2013-10-08 06:15:00+00:00,4123,"[116.494621,39.910847]",0.0,38.41,0,23.3,"[116.494621,39.910847]",116.494621,39.910847,116.494621,39.910847
110,2215,2013-10-08 12:00:00+00:00,4123,"[116.236717,39.859741]",0.0,25.1675,0,10.383333333333333,"[116.236717,39.859741]",116.236717,39.859741,116.236717,39.859741
111,2228,2013-10-08 12:15:00+00:00,4123,"[116.230316,39.893532]",0.0,28.125,0,17.666666666666668,"[116.230316,39.893532]",116.230316,39.893532,116.230316,39.893532
113,2259,2013-10-08 13:00:00+00:00,4123,"[116.201401,39.927654]",0.0,26.69,0,65.71666666666667,"[116.201401,39.927654]",116.201401,39.927654,116.201401,39.927654
114,2340,2013-10-08 14:00:00+00:00,4123,"[116.440819,39.922462]",0.0,17.4225,0,33.733333333333334,"[116.440819,39.922462]",116.440819,39.922462,116.440819,39.922462
115,2367,2013-10-08 15:00:00+00:00,4123,"[116.371185,39.909958]",0.0,24.4075,0,22.083333333333332,"[116.371185,39.909958]",116.371185,39.909958,116.371185,39.909958
116,2404,2013-10-08 15:30:00+00:00,4123,"[116.294273,39.841728]",0.0,18.375,0,5.3,"[116.294273,39.841728]",116.294273,39.841728,116.294273,39.841728
118,2438,2013-10-08 16:15:00+00:00,4123,"[116.356621,39.906494]",0.0,42.1775,0,8.983333333333333,"[116.356621,39.906494]",116.356621,39.906494,116.356621,39.906494
119,2450,2013-10-08 16:30:00+00:00,4123,"[116.377129,39.914604]",0.0,20.4025,0,31.016666666666666,"[116.377129,39.914604]",116.377129,39.914604,116.377129,39.914604
120,2486,2013-10-08 17:00:00+00:00,4123,"[116.309486,39.948242]",0.0,42.465,0,28.75,"[116.309486,39.948242]",116.309486,39.948242,116.309486,39.948242
121,2529,2013-10-08 20:30:00+00:00,4123,"[116.404381,40.005272]",0.0,23.8125,0,11.55,"[116.404381,40.005272]",116.404381,40.005272,116.404381,40.005272
122,2547,2013-10-08 20:45:00+00:00,4123,"[116.334198,39.986668]",0.0,38.985,0,7.85,"[116.334198,39.986668]",116.334198,39.986668,116.334198,39.986668
123,2559,2013-10-08 21:15:00+00:00,4123,"[116.380112,39.981129]",0.0,46.9275,0,5.316666666666666,"[116.380112,39.981129]",116.380112,39.981129,116.380112,39.981129
124,2567,2013-10-08 21:30:00+00:00,4123,"[116.349136,39.967934]",0.0,52.88249999999999,0,34.416666666666664,"[116.349136,39.967934]",116.349136,39.967934,116.349136,39.967934
127,2672,2013-10-08 23:30:00+00:00,4123,"[116.247833,39.907467]",0.0,55.7975,0,7.883333333333334,"[116.247833,39.907467]",116.247833,39.907467,116.247833,39.907467
128,2685,2013-10-08 23:45:00+00:00,4123,"[116.198631,39.913754]",0.0,28.4075,0,7.85,"[116.198631,39.913754]",116.198631,39.913754,116.198631,39.913754
129,2697,2013-10-08 11:45:00+00:00,4124,"[116.198814,39.809887]",0.0,33.1075,0,23.633333333333333,"[116.198814,39.809887]",116.198814,39.809887,116.198814,39.809887
130,2766,2013-10-08 12:15:00+00:00,4124,"[116.436935,39.87077]",0.0,52.8425,0,28.0,"[116.436935,39.87077]",116.436935,39.87077,116.436935,39.87077
131,2829,2013-10-08 13:45:00+00:00,4124,"[116.542923,40.024765]",0.0,78.205,0,4.383333333333334,"[116.542923,40.024765]",116.542923,40.024765,116.542923,40.024765
132,2839,2013-10-08 13:45:00+00:00,4124,"[116.4925,39.992203]",0.0,78.24,0,25.333333333333332,"[116.4925,39.992203]",116.4925,39.992203,116.4925,39.992203
133,2880,2013-10-08 14:30:00+00:00,4124,"[116.360527,39.981762]",0.0,18.380000000000003,0,21.566666666666666,"[116.360527,39.981762]",116.360527,39.981762,116.360527,39.981762
134,2911,2013-10-08 15:00:00+00:00,4124,"[116.361908,39.905552]",0.0,25.17,0,17.133333333333333,"[116.361908,39.905552]",116.361908,39.905552,116.361908,39.905552
135,2930,2013-10-08 15:30:00+00:00,4124,"[116.353043,39.937572]",0.0,14.6725,0,41.266666666666666,"[116.353043,39.937572]",116.353043,39.937572,116.353043,39.937572
137,3009,2013-10-08 16:30:00+00:00,4124,"[116.336395,39.961849]",0.0,24.7475,0,13.366666666666667,"[116.336395,39.961849]",116.336395,39.961849,116.336395,39.961849
139,3057,2013-10-08 20:00:00+00:00,4124,"[116.425194,39.954247]",0.0,28.0725,0,28.6,"[116.425194,39.954247]",116.425194,39.954247,116.425194,39.954247
140,3107,2013-10-08 20:45:00+00:00,4124,"[116.457893,39.919518]",0.0,28.6725,0,13.366666666666667,"[116.457893,39.919518]",116.457893,39.919518,116.457893,39.919518
142,3175,2013-10-08 21:30:00+00:00,4124,"[116.359734,39.869923]",0.0,39.195,0,12.6,"[116.359734,39.869923]",116.359734,39.869923,116.359734,39.869923
143,3194,2013-10-08 21:45:00+00:00,4124,"[116.315956,39.887169]",0.0,21.5125,0,12.35,"[116.315956,39.887169]",116.315956,39.887169,116.315956,39.887169
144,3226,2013-10-08 07:30:00+00:00,4125,"[116.420616,39.962204]",0.0,28.7575,0,18.283333333333335,"[116.420616,39.962204]",116.420616,39.962204,116.420616,39.962204
146,3298,2013-10-08 09:30:00+00:00,4125,"[116.538849,40.023346]",0.0,72.9575,0,7.116666666666666,"[116.538849,40.023346]",116.538849,40.023346,116.538849,40.023346
147,3317,2013-10-08 09:45:00+00:00,4125,"[116.433655,39.936447]",0.0,35.78,0,2.9,"[116.433655,39.936447]",116.433655,39.936447,116.433655,39.936447
149,3380,2013-10-08 11:00:00+00:00,4125,"[116.367378,39.912018]",0.0,15.635,0,31.533333333333335,"[116.367378,39.912018]",116.367378,39.912018,116.367378,39.912018
150,3413,2013-10-08 11:45:00+00:00,4125,"[116.464165,39.884377]",0.0,32.09,0,11.333333333333334,"[116.464165,39.884377]",116.464165,39.884377,116.464165,39.884377
151,3434,2013-10-08 15:45:00+00:00,4125,"[116.461136,39.868019]",0.0,36.5125,0,17.583333333333332,"[116.461136,39.868019]",116.461136,39.868019,116.461136,39.868019
154,3492,2013-10-08 08:30:00+00:00,4126,"[116.407906,40.004227]",0.0,19.5625,0,21.533333333333335,"[116.407906,40.004227]",116.407906,40.004227,116.407906,40.004227
156,3519,2013-10-08 09:30:00+00:00,4126,"[116.472176,39.994564]",0.0,16.145,0,30.35,"[116.472176,39.994564]",116.472176,39.994564,116.472176,39.994564
157,3542,2013-10-08 10:15:00+00:00,4126,"[116.443474,39.917759]",0.0,25.5325,0,39.18333333333333,"[116.443474,39.917759]",116.443474,39.917759,116.443474,39.917759
158,3569,2013-10-08 11:00:00+00:00,4126,"[116.379112,39.942123]",0.0,17.494999999999997,0,16.366666666666667,"[116.379112,39.942123]",116.379112,39.942123,116.379112,39.942123
160,3599,2013-10-08 13:15:00+00:00,4126,"[116.338768,39.938534]",0.0,55.06,0,11.9,"[116.338768,39.938534]",116.338768,39.938534,116.338768,39.938534
164,3640,2013-10-08 15:15:00+00:00,4126,"[116.333931,39.938232]",0.0,54.27499999999999,0,18.116666666666667,"[116.333931,39.938232]",116.333931,39.938232,116.333931,39.938232
167,3735,2013-10-08 07:30:00+00:00,4127,"[116.368401,39.865395]",0.0,19.6675,0,17.233333333333334,"[116.368401,39.865395]",116.368401,39.865395,116.368401,39.865395
168,3754,2013-10-08 08:00:00+00:00,4127,"[116.359459,39.846928]",0.0,30.5825,0,6.833333333333333,"[116.359459,39.846928]",116.359459,39.846928,116.359459,39.846928
169,3765,2013-10-08 08:15:00+00:00,4127,"[116.364807,39.860596]",0.0,10.035,0,19.716666666666665,"[116.364807,39.860596]",116.364807,39.860596,116.364807,39.860596
170,3784,2013-10-08 08:45:00+00:00,4127,"[116.326538,39.886158]",0.0,19.3325,0,32.0,"[116.326538,39.886158]",116.326538,39.886158,116.326538,39.886158
171,3838,2013-10-08 09:45:00+00:00,4127,"[116.374229,40.023415]",0.0,36.115,0,15.566666666666666,"[116.374229,40.023415]",116.374229,40.023415,116.374229,40.023415
172,3863,2013-10-08 10:15:00+00:00,4127,"[116.424538,39.972805]",0.0,17.580000000000002,0,14.65,"[116.424538,39.972805]",116.424538,39.972805,116.424538,39.972805
173,3881,2013-10-08 10:45:00+00:00,4127,"[116.422958,39.871426]",0.0,55.855,0,10.333333333333334,"[116.422958,39.871426]",116.422958,39.871426,116.422958,39.871426
175,3927,2013-10-08 14:15:00+00:00,4127,"[116.259911,39.926411]",0.0,32.535,0,8.15,"[116.259911,39.926411]",116.259911,39.926411,116.259911,39.926411
176,3936,2013-10-08 07:15:00+00:00,4129,"[116.289833,39.785244]",0.0,28.8975,0,10.883333333333333,"[116.289833,39.785244]",116.289833,39.785244,116.289833,39.785244
177,3948,2013-10-08 07:30:00+00:00,4129,"[116.297264,39.833694]",0.0,14.605,0,11.9,"[116.297264,39.833694]",116.297264,39.833694,116.297264,39.833694
178,3958,2013-10-08 08:00:00+00:00,4129,"[116.31218,39.8727]",0.0,31.0925,0,44.95,"[116.31218,39.8727]",116.31218,39.8727,116.31218,39.8727
179,3984,2013-10-08 09:15:00+00:00,4129,"[116.311638,39.928116]",0.0,34.34,0,11.9,"[116.311638,39.928116]",116.311638,39.928116,116.311638,39.928116
180,3996,2013-10-08 09:45:00+00:00,4129,"[116.322212,39.964649]",0.0,36.2475,0,7.15,"[116.322212,39.964649]",116.322212,39.964649,116.322212,39.964649
181,4004,2013-10-08 10:45:00+00:00,4129,"[116.352982,39.924171]",0.0,14.5075,0,14.95,"[116.352982,39.924171]",116.352982,39.924171,116.352982,39.924171
182,4015,2013-10-08 11:00:00+00:00,4129,"[116.326447,39.888248]",0.0,34.239999999999995,0,21.533333333333335,"[116.326447,39.888248]",116.326447,39.888248,116.326447,39.888248
183,4034,2013-10-08 12:00:00+00:00,4129,"[116.418739,39.897701]",0.0,25.185,0,34.38333333333333,"[116.418739,39.897701]",116.418739,39.897701,116.418739,39.897701
184,4064,2013-10-08 13:15:00+00:00,4129,"[116.389336,39.870884]",0.0,51.3425,0,21.85,"[116.389336,39.870884]",116.389336,39.870884,116.389336,39.870884
185,4086,2013-10-08 14:30:00+00:00,4129,"[116.314217,39.858112]",0.0,22.5925,0,17.766666666666666,"[116.314217,39.858112]",116.314217,39.858112,116.314217,39.858112
188,4135,2013-10-08 15:45:00+00:00,4129,"[116.418709,39.89558]",0.0,36.07,0,5.533333333333333,"[116.418709,39.89558]",116.418709,39.89558,116.418709,39.89558
194,4202,2013-10-08 19:15:00+00:00,4129,"[116.343758,39.932358]",0.0,21.1325,0,8.283333333333333,"[116.343758,39.932358]",116.343758,39.932358,116.343758,39.932358
196,4221,2013-10-08 20:00:00+00:00,4129,"[116.373528,40.001717]",0.0,24.3775,0,11.883333333333333,"[116.373528,40.001717]",116.373528,40.001717,116.373528,40.001717
198,4241,2013-10-08 20:45:00+00:00,4129,"[116.416725,39.895996]",0.0,18.57,0,15.183333333333334,"[116.416725,39.895996]",116.416725,39.895996,116.416725,39.895996
199,4253,2013-10-08 21:15:00+00:00,4129,"[116.443993,39.923618]",0.0,17.862500000000004,0,4.15,"[116.443993,39.923618]",116.443993,39.923618,116.443993,39.923618
200,4258,2013-10-08 21:30:00+00:00,4129,"[116.41761,39.908062]",0.0,25.6825,0,5.233333333333333,"[116.41761,39.908062]",116.41761,39.908062,116.41761,39.908062
205,4311,2013-10-08 11:00:00+00:00,4130,"[116.540047,40.023838]",0.0,79.525,0,8.583333333333334,"[116.540047,40.023838]",116.540047,40.023838,116.540047,40.023838
208,4343,2013-10-08 10:30:00+00:00,4131,"[116.394676,39.89048]",0.0,36.215,0,22.85,"[116.394676,39.89048]",116.394676,39.89048,116.394676,39.89048
